,id,year,team,average_age,avg_runs_allowed,wins,losses,win_loss_percentage,ERA,run_average_9,games_x,complete_game,shutouts,saves,innings_pitched,hits_x,runs_x,earned_runs,home_runs,walks,strikeouts_x,hit_batter,batters_faced,WHIP,hits_9,homeruns_9,walks_9,strikeouts_9,strikeout_walk,average_batter_age,avg_runs_scored,games_y,plate_appearances,at_bats,runs_y,hits_y,doubles,triples,homeruns,RBI,bases_on_balls,strikeouts_y,batting_average,OBP,SLG,OPS,total_bases,GDP,HBP,sacrifice_hits,sacrifice_flies
0,1,2021,LG Twins,26.3,3.9,72,57,0.558,3.57,3.96,143,0,18,32,1264.1,1117,557,501,79,542,1062,97,5416,1.312,8.0,0.6,3.9,7.6,1.96,28.4,4.56,143,5496,4721,652,1185,208,11,109,619,586,919,0.251,0.342,0.369,0.711,1742,102,93,51,45
1,2,2021,KT Wiz,28.4,4.06,75,59,0.56,3.67,4.17,143,2,6,33,1255.0,1166,581,512,85,486,1051,42,5359,1.316,8.4,0.6,3.5,7.5,2.16,29.4,4.97,143,5581,4773,711,1263,217,11,104,666,639,1041,0.265,0.356,0.38,0.736,1814,105,58,68,43
2,3,2021,Doosan Bears,27.5,4.57,70,65,0.519,4.28,4.66,143,2,10,27,1260.1,1288,653,599,104,586,1037,73,5596,1.487,9.2,0.7,4.2,7.4,1.77,29.0,5.13,143,5606,4867,733,1306,234,17,109,693,556,938,0.268,0.35,0.391,0.741,1901,137,86,45,52
3,4,2021,Samsung Lions,28.8,4.57,75,59,0.56,4.29,4.7,143,2,14,46,1250.0,1287,653,596,129,526,1031,51,5496,1.45,9.3,0.9,3.8,7.4,1.96,30.0,4.9,143,5505,4798,701,1280,203,17,130,659,538,893,0.267,0.343,0.398,0.741,1907,98,55,47,67
4,5,2021,NC Dinos,27.7,4.8,67,67,0.5,4.5,4.95,143,3,10,33,1247.2,1256,686,624,122,585,1046,77,5575,1.476,9.1,0.9,4.2,7.5,1.79,29.0,4.87,143,5492,4772,697,1244,202,17,168,665,507,1086,0.261,0.343,0.416,0.759,1984,92,111,59,43
5,6,2021,Kiwoom Heroes,25.8,4.89,69,67,0.507,4.33,5.02,143,1,7,30,1254.1,1276,699,604,100,566,893,80,5568,1.469,9.2,0.7,4.1,6.4,1.58,27.1,5.01,143,5610,4839,716,1250,243,28,90,666,589,1048,0.258,0.347,0.376,0.722,1819,92,93,34,55
6,7,2021,SSG Landers,27.3,5.13,66,63,0.512,4.8,5.2,143,0,5,25,1267.2,1283,733,676,147,623,1006,78,5661,1.504,9.1,1.0,4.4,7.1,1.61,30.9,5.26,143,5698,4864,752,1268,203,13,184,709,634,1045,0.261,0.354,0.421,0.775,2049,104,93,55,52
7,8,2021,Hanwha Eagles,27.0,5.13,49,82,0.374,4.67,5.29,143,1,6,21,1249.2,1200,734,648,114,669,1006,101,5633,1.496,8.6,0.8,4.8,7.2,1.5,25.6,4.17,143,5460,4651,596,1104,211,17,80,551,632,1278,0.237,0.335,0.342,0.676,1589,110,74,54,49
8,9,2021,Kia Tigers,25.3,5.22,58,75,0.436,4.89,5.33,143,1,6,36,1260.0,1274,746,684,133,616,946,104,5658,1.5,9.1,1.0,4.4,6.8,1.54,27.9,3.97,143,5546,4800,567,1193,183,21,65,545,595,914,0.249,0.338,0.336,0.674,1613,118,73,41,37
9,10,2021,Lotte Giants,27.1,5.64,64,71,0.474,5.39,5.75,143,1,12,36,1262.0,1330,806,756,132,653,1047,86,5722,1.571,9.5,0.9,4.7,7.5,1.6,29.0,5.06,143,5689,4978,723,1384,263,10,106,693,576,963,0.278,0.356,0.399,0.755,1985,114,53,37,45
10,11,2020,Kiwoom Heroes,26.4,4.81,80,63,0.559,4.39,4.86,144,0,6,42,1280.1,1336,692,624,126,446,950,73,5556,1.392,9.4,0.9,3.1,6.7,2.13,26.7,5.27,144,5721,4945,759,1332,254,25,127,713,608,1030,0.269,0.355,0.408,0.762,2017,107,73,43,52
11,12,2020,LG Twins,27.4,4.82,79,61,0.564,4.37,4.83,144,2,13,29,1292.2,1344,694,627,123,493,1019,86,5655,1.421,9.4,0.9,3.4,7.1,2.07,29.5,5.57,144,5681,4999,802,1384,253,29,149,760,509,969,0.277,0.349,0.429,0.778,2142,115,75,49,49
12,13,2020,Doosan Bears,26.7,4.83,79,61,0.564,4.31,4.87,144,1,13,23,1285.2,1395,695,616,109,478,1046,61,5681,1.457,9.8,0.8,3.3,7.3,2.19,30.1,5.67,144,5776,5046,816,1477,263,20,125,778,551,796,0.293,0.365,0.427,0.792,2155,132,68,38,73
13,14,2020,NC Dinos,27.5,4.96,83,55,0.601,4.58,4.96,144,0,7,31,1296.2,1292,714,660,153,547,1049,79,5690,1.418,9.0,1.1,3.8,7.3,1.92,29.6,6.17,144,5832,5102,888,1483,258,28,187,845,529,997,0.291,0.366,0.462,0.828,2358,106,104,46,51
14,15,2020,KT Wiz,27.5,4.97,81,62,0.566,4.54,4.99,144,0,5,33,1290.1,1357,715,651,118,523,848,59,5680,1.457,9.5,0.8,3.6,5.9,1.62,28.5,5.65,144,5762,5047,813,1432,238,21,163,767,554,1097,0.284,0.358,0.436,0.794,2201,104,52,64,45
15,16,2020,Lotte Giants,28.8,5.0,71,72,0.497,4.64,5.07,144,1,16,25,1277.1,1351,720,659,143,447,1002,58,5583,1.408,9.5,1.0,3.1,7.1,2.24,29.9,5.21,144,5669,4958,750,1366,252,6,131,711,569,875,0.276,0.354,0.408,0.762,2023,148,55,39,48
16,17,2020,Samsung Lions,27.6,5.17,64,75,0.46,4.78,5.27,144,3,11,25,1272.1,1330,745,676,151,542,931,67,5634,1.471,9.4,1.1,3.8,6.6,1.72,28.2,4.85,144,5574,4923,699,1317,211,12,129,658,486,990,0.268,0.338,0.394,0.732,1939,117,62,50,53
17,18,2020,Kia Tigers,27.3,5.52,73,71,0.507,5.13,5.63,144,1,5,33,1270.0,1399,795,724,120,559,1038,70,5681,1.542,9.9,0.9,4.0,7.4,1.86,28.8,5.03,144,5642,4937,724,1355,224,13,130,692,535,957,0.275,0.351,0.404,0.755,1995,114,69,63,38
18,19,2020,Hanwha Eagles,27.2,5.69,46,95,0.326,5.28,5.83,144,1,6,21,1265.0,1400,820,742,158,609,1019,79,5756,1.588,10.0,1.1,4.3,7.2,1.67,28.7,3.83,144,5483,4862,551,1189,195,12,79,523,462,1163,0.245,0.32,0.338,0.658,1645,119,89,45,25
19,20,2020,SK Wyverns,27.4,5.88,51,92,0.357,5.57,6.05,144,1,3,20,1259.1,1343,846,780,162,670,953,84,5727,1.598,9.6,1.2,4.8,6.8,1.42,29.5,4.4,144,5502,4839,634,1212,177,17,143,595,511,981,0.251,0.329,0.383,0.711,1852,112,69,49,34
20,21,2019,SK Wyverns,28.8,3.79,88,55,0.615,3.48,3.8,144,0,19,51,1292.1,1240,546,500,99,436,1092,50,5463,1.297,8.6,0.7,3.0,7.6,2.5,30.8,4.55,144,5541,4919,655,1290,218,14,117,622,462,966,0.262,0.334,0.384,0.718,1887,92,87,35,38
21,22,2019,Doosan Bears,28.8,3.82,88,55,0.615,3.51,3.86,144,3,10,44,1283.2,1259,550,500,78,380,860,70,5434,1.277,8.8,0.5,2.7,6.0,2.26,29.5,5.11,144,5670,4913,736,1364,235,31,84,691,563,799,0.278,0.355,0.389,0.744,1913,117,72,39,83
22,23,2019,Kiwoom Heroes,26.5,3.97,86,57,0.601,3.61,4.03,144,2,12,39,1279.0,1293,572,513,61,371,984,58,5427,1.301,9.1,0.4,2.6,6.9,2.65,26.5,5.42,144,5658,4991,780,1405,251,38,112,741,514,943,0.282,0.354,0.414,0.768,2068,122,69,36,48
23,24,2019,NC Dinos,27.2,4.38,73,69,0.514,4.01,4.42,144,5,8,32,1284.1,1285,631,572,103,483,991,92,5578,1.377,9.0,0.7,3.4,6.9,2.05,28.7,4.68,144,5631,4968,674,1383,249,26,128,639,456,880,0.278,0.345,0.416,0.762,2068,126,83,64,60
24,25,2019,LG Twins,27.6,4.4,79,64,0.552,3.86,4.44,144,1,9,43,1283.1,1257,633,551,89,499,953,91,5555,1.368,8.8,0.6,3.5,6.7,1.91,29.5,4.45,144,5536,4928,641,1316,233,15,94,604,434,962,0.267,0.333,0.378,0.711,1861,117,77,49,48
25,26,2019,KT Wiz,25.5,4.59,71,71,0.5,4.29,4.66,144,2,10,37,1277.0,1303,661,608,118,481,848,61,5533,1.397,9.2,0.8,3.4,6.0,1.76,28.2,4.51,144,5582,4965,650,1375,187,20,103,615,475,975,0.277,0.344,0.385,0.728,1911,113,52,45,45
26,27,2019,Kia Tigers,26.2,5.02,62,80,0.437,4.65,5.15,144,3,11,30,1264.0,1362,723,653,101,504,976,76,5614,1.476,9.7,0.7,3.6,6.9,1.94,28.1,4.2,144,5505,4874,605,1286,248,19,76,567,497,919,0.264,0.336,0.369,0.706,1800,108,58,31,45
27,28,2019,Samsung Lions,28.6,5.08,60,83,0.42,4.64,5.16,144,4,8,29,1275.1,1332,731,658,125,523,924,70,5638,1.455,9.4,0.9,3.7,6.5,1.77,28.8,4.32,144,5533,4866,622,1245,230,26,122,598,478,976,0.256,0.329,0.389,0.718,1893,107,78,58,53
28,29,2019,Hanwha Eagles,27.3,5.12,58,86,0.403,4.8,5.23,144,2,8,28,1268.2,1407,737,677,120,526,934,72,5656,1.524,10.0,0.9,3.7,6.6,1.78,28.9,4.22,144,5482,4882,607,1250,223,16,88,562,441,1090,0.256,0.324,0.362,0.686,1769,112,70,44,45
29,30,2019,Lotte Giants,28.8,5.31,48,93,0.34,4.83,5.41,144,1,8,16,1271.0,1407,764,682,120,546,1033,71,5729,1.537,10.0,0.8,3.9,7.3,1.89,29.3,4.01,144,5488,4919,578,1231,214,22,90,545,429,1085,0.25,0.316,0.358,0.674,1759,108,65,35,40
30,31,2018,SK Wyverns,29.2,5.06,78,65,0.545,4.67,5.15,144,0,7,29,1274.2,1353,729,662,189,425,1130,74,5563,1.395,9.6,1.3,3.0,8.0,2.66,29.7,5.76,144,5682,4992,829,1403,234,13,233,791,483,1079,0.281,0.356,0.473,0.83,2362,103,119,54,34
31,32,2018,Doosan Bears,27.7,5.25,93,51,0.646,4.98,5.28,144,1,9,41,1288.2,1401,756,713,154,476,1025,109,5700,1.457,9.8,1.1,3.3,7.2,2.15,28.6,6.56,144,5870,5176,944,1601,284,30,191,898,496,1016,0.309,0.376,0.487,0.862,2518,112,92,43,63
32,33,2018,Hanwha Eagles,27.7,5.28,77,67,0.535,4.93,5.38,144,0,5,37,1274.0,1394,761,698,164,472,1124,89,5637,1.465,9.8,1.2,3.3,7.9,2.38,29.2,5.06,144,5539,4972,729,1369,249,14,151,668,420,1098,0.275,0.341,0.422,0.763,2099,113,88,31,28
33,34,2018,Nexen Heroes,27.1,5.42,75,69,0.521,5.08,5.48,144,4,2,32,1282.0,1442,780,723,178,416,1021,98,5646,1.449,10.1,1.2,2.9,7.2,2.45,25.8,5.73,144,5780,5141,825,1481,288,19,165,787,472,1208,0.288,0.355,0.448,0.802,2302,93,85,32,50
34,35,2018,Samsung Lions,28.7,5.57,68,72,0.486,5.19,5.62,144,0,5,33,1285.1,1477,802,741,185,441,1114,107,5740,1.492,10.3,1.3,3.1,7.8,2.53,29.8,5.39,144,5766,5109,776,1471,241,29,146,732,468,1034,0.288,0.355,0.432,0.787,2208,115,87,57,45
35,36,2018,LG Twins,27.7,5.67,68,75,0.476,5.29,5.79,144,3,7,29,1268.2,1434,816,746,159,453,1058,89,5677,1.487,10.2,1.1,3.2,7.5,2.34,29.2,5.47,144,5665,5070,788,1487,299,12,148,740,418,1001,0.293,0.353,0.445,0.797,2254,125,75,51,51
36,37,2018,Kia Tigers,28.1,5.74,70,74,0.486,5.4,5.85,144,4,5,26,1270.2,1511,826,763,181,445,1017,69,5708,1.539,10.7,1.3,3.2,7.2,2.29,30.3,6.01,144,5744,5036,865,1487,258,22,170,823,503,905,0.295,0.367,0.457,0.824,2299,135,99,56,50
37,38,2018,KT Wiz,27.9,5.79,59,82,0.418,5.34,5.89,144,4,5,24,1274.1,1580,834,756,194,409,1025,84,5743,1.561,11.2,1.4,2.9,7.2,2.51,29.0,5.26,144,5605,5026,757,1382,264,13,206,721,464,1109,0.275,0.34,0.456,0.796,2290,103,46,43,26
38,39,2018,NC Dinos,26.4,5.86,58,85,0.406,5.48,6.01,144,1,4,24,1264.0,1443,844,769,186,537,1010,68,5701,1.566,10.3,1.3,3.8,7.2,1.88,28.4,4.58,144,5488,4895,660,1280,233,18,143,629,427,1081,0.262,0.329,0.404,0.733,1978,115,88,35,43
39,40,2018,Lotte Giants,30.4,5.88,68,74,0.479,5.37,5.93,144,0,6,29,1283.2,1410,846,766,166,548,1164,73,5788,1.525,9.9,1.2,3.8,8.2,2.12,30.1,5.7,144,5764,5130,821,1484,289,17,203,792,471,1157,0.289,0.356,0.471,0.827,2416,124,81,45,37
40,41,2017,LG Twins,28.7,4.7,69,72,0.489,4.3,4.76,144,4,6,32,1279.0,1305,677,611,124,379,1040,102,5507,1.317,9.2,0.9,2.7,7.3,2.74,28.9,4.85,144,5614,4944,699,1390,216,20,110,663,438,1021,0.281,0.348,0.4,0.748,1976,123,101,76,55
41,42,2017,Doosan Bears,29.4,4.71,84,57,0.596,4.38,4.74,144,3,9,35,1288.0,1405,678,627,125,464,956,87,5682,1.451,9.8,0.9,3.2,6.7,2.06,28.4,5.9,144,5833,5102,849,1499,270,20,178,812,541,960,0.294,0.369,0.459,0.828,2343,120,95,48,47
42,43,2017,Lotte Giants,28.9,4.87,80,62,0.563,4.56,4.9,144,1,10,39,1287.1,1357,701,652,162,477,1096,79,5634,1.425,9.5,1.1,3.3,7.7,2.3,30.3,5.16,144,5671,4994,743,1425,250,17,151,697,457,1018,0.285,0.356,0.433,0.789,2162,146,112,76,32
43,44,2017,Kia Tigers,28.1,5.16,87,56,0.608,4.79,5.18,144,5,5,33,1290.0,1518,743,687,137,434,985,77,5748,1.513,10.6,1.0,3.0,6.9,2.27,30.3,6.29,144,5841,5142,906,1554,292,29,170,868,499,891,0.302,0.37,0.47,0.84,2414,117,89,55,56
44,45,2017,NC Dinos,27.1,5.17,79,62,0.56,4.71,5.22,144,1,10,32,1284.2,1342,745,673,169,470,1097,93,5640,1.41,9.4,1.2,3.3,7.7,2.33,29.2,5.46,144,5790,5079,786,1489,277,19,149,739,471,979,0.293,0.365,0.443,0.808,2251,119,130,62,48
45,46,2017,Nexen Heroes,27.7,5.31,69,73,0.486,5.03,5.41,144,2,5,40,1271.0,1488,764,710,149,388,1005,97,5663,1.476,10.5,1.1,2.7,7.1,2.59,26.2,5.48,144,5712,5098,789,1479,267,30,141,748,468,1066,0.29,0.357,0.437,0.794,2229,129,83,21,42
46,47,2017,SK Wyverns,29.0,5.33,75,68,0.524,5.02,5.43,144,2,4,30,1270.2,1443,767,709,154,481,940,105,5692,1.514,10.2,1.1,3.4,6.7,1.95,29.6,5.28,144,5563,4925,761,1337,222,15,234,733,427,1100,0.272,0.341,0.465,0.806,2291,97,113,57,41
47,48,2017,Hanwha Eagles,31.2,5.69,61,81,0.43,5.28,5.8,144,1,5,31,1273.0,1474,820,747,166,446,914,100,5698,1.508,10.4,1.2,3.2,6.5,2.05,30.1,5.12,144,5663,5030,737,1445,261,16,150,684,416,974,0.287,0.351,0.435,0.786,2188,112,94,85,38
48,49,2017,KT Wiz,25.5,6.08,50,94,0.347,5.75,6.28,144,4,7,22,1256.0,1524,876,803,174,433,913,95,5702,1.558,10.9,1.2,3.1,6.5,2.11,29.5,4.55,144,5484,4937,655,1360,274,17,119,625,374,1017,0.276,0.332,0.41,0.742,2025,118,66,62,45
49,50,2017,Samsung Lions,28.5,6.33,55,84,0.396,5.88,6.4,144,1,3,27,1281.1,1541,911,837,187,548,1063,118,5916,1.63,10.8,1.3,3.8,7.5,1.94,29.2,5.26,144,5707,5095,757,1419,255,36,145,703,429,983,0.279,0.34,0.428,0.768,2181,97,70,58,55
50,51,2016,Doosan Bears,29.1,4.74,93,50,0.65,4.45,4.77,144,2,7,36,1287.2,1385,682,636,136,498,982,77,5658,1.462,9.7,1.0,3.5,6.9,1.97,27.7,6.49,144,5841,5044,935,1504,284,25,183,877,600,884,0.298,0.378,0.473,0.851,2387,121,86,43,68
51,52,2016,NC Dinos,26.2,4.79,83,58,0.589,4.48,4.83,144,0,10,36,1286.1,1314,690,640,137,516,1147,86,5643,1.423,9.2,1.0,3.6,8.0,2.22,29.5,5.95,144,5831,5007,857,1457,249,19,169,808,609,1023,0.291,0.375,0.45,0.824,2251,133,93,70,52
52,53,2016,Nexen Heroes,27.6,5.26,77,66,0.538,4.96,5.32,144,0,4,38,1280.1,1487,757,705,152,435,895,68,5684,1.501,10.5,1.1,3.1,6.3,2.06,27.2,5.65,144,5702,4990,813,1464,254,39,134,765,556,956,0.293,0.368,0.441,0.808,2198,121,63,34,59
53,54,2016,SK Wyverns,28.5,5.44,69,75,0.479,4.87,5.54,144,1,5,31,1274.0,1386,784,689,151,527,945,76,5659,1.502,9.8,1.1,3.7,6.7,1.79,29.1,5.23,144,5672,5023,753,1464,234,19,182,715,429,1018,0.292,0.356,0.454,0.811,2282,104,102,71,47
54,55,2016,Kia Tigers,28.1,5.45,70,73,0.49,4.97,5.54,144,7,5,38,1276.0,1456,785,705,131,561,965,59,5771,1.581,10.3,0.9,4.0,6.8,1.72,29.3,5.58,144,5696,4999,803,1429,264,28,170,754,499,997,0.286,0.358,0.452,0.81,2259,109,87,66,45
55,56,2016,LG Twins,28.9,5.6,71,71,0.5,5.04,5.64,144,2,5,34,1287.2,1426,807,721,122,539,909,109,5782,1.526,10.0,0.9,3.8,6.4,1.69,29.0,5.46,144,5765,5051,786,1464,238,26,118,744,523,982,0.29,0.361,0.417,0.779,2108,92,72,65,54
56,57,2016,Lotte Giants,28.4,6.01,66,78,0.458,5.63,6.15,144,2,5,27,1266.1,1486,865,792,161,585,1009,78,5785,1.635,10.6,1.1,4.2,7.2,1.72,29.0,5.4,144,5783,5001,777,1439,252,20,127,732,596,1061,0.288,0.37,0.422,0.793,2112,120,83,62,41
57,58,2016,Samsung Lions,28.8,6.03,65,78,0.455,5.64,6.1,144,2,4,34,1282.1,1507,869,804,193,518,935,87,5799,1.579,10.6,1.4,3.6,6.6,1.81,29.7,5.92,144,5863,5093,852,1492,249,34,142,792,552,864,0.293,0.367,0.439,0.806,2235,119,75,88,55
58,59,2016,Hanwha Eagles,30.5,6.31,66,75,0.468,5.76,6.32,144,1,2,24,1292.2,1520,908,827,155,634,976,76,5937,1.666,10.6,1.1,4.4,6.8,1.54,30.4,5.74,144,5838,5109,826,1478,242,27,142,787,510,1025,0.289,0.362,0.431,0.792,2200,123,91,87,41
59,60,2016,KT Wiz,25.4,6.44,53,89,0.373,5.92,6.55,144,1,2,27,1273.0,1593,927,838,145,560,980,84,5896,1.691,11.3,1.0,4.0,6.9,1.75,29.9,4.67,144,5620,4963,672,1369,214,11,116,639,499,933,0.276,0.345,0.394,0.738,1953,130,48,65,45
60,61,2015,NC Dinos,27.9,4.55,84,57,0.596,4.26,4.61,144,1,11,37,1279.1,1283,655,605,149,436,1057,113,5536,1.344,9.0,1.0,3.1,7.4,2.42,28.9,5.86,144,5726,4967,844,1437,283,28,161,802,536,1023,0.289,0.367,0.455,0.822,2259,105,106,64,53
61,62,2015,Samsung Lions,30.3,4.97,88,56,0.611,4.69,5.05,144,4,7,34,1275.1,1323,716,665,182,423,1194,64,5523,1.369,9.3,1.3,3.0,8.4,2.82,29.1,6.23,144,5803,5019,897,1515,259,25,176,850,581,930,0.302,0.378,0.469,0.847,2352,109,70,76,57
62,63,2015,LG Twins,28.9,5.01,64,78,0.451,4.62,5.07,144,3,5,25,1279.2,1352,721,657,125,490,1063,98,5599,1.439,9.5,0.9,3.4,7.5,2.17,28.8,4.53,144,5599,4941,653,1331,252,22,114,601,462,1076,0.269,0.339,0.399,0.738,1969,98,80,75,41
63,64,2015,SK Wyverns,28.3,5.03,69,73,0.486,4.71,5.09,144,3,7,31,1280.2,1358,724,670,153,517,1149,70,5646,1.464,9.5,1.1,3.6,8.1,2.22,29.6,4.81,144,5588,4861,693,1323,214,10,145,656,490,1047,0.272,0.349,0.41,0.759,1992,113,98,110,29
64,65,2015,Kia Tigers,28.4,5.13,67,77,0.465,4.79,5.22,144,1,10,32,1273.0,1371,739,678,143,572,979,98,5673,1.526,9.7,1.0,4.0,6.9,1.71,29.4,4.5,144,5454,4777,648,1197,223,22,136,602,454,1126,0.251,0.326,0.392,0.718,1872,105,101,79,43
65,66,2015,Doosan Bears,27.9,5.39,79,65,0.549,5.02,5.43,144,3,10,30,1286.0,1385,776,718,138,584,1064,77,5762,1.531,9.7,1.0,4.1,7.4,1.82,27.7,5.6,144,5758,4957,807,1436,254,22,140,770,567,820,0.29,0.37,0.435,0.804,2154,139,99,75,60
66,67,2015,Nexen Heroes,27.5,5.49,78,65,0.545,4.91,5.53,144,1,7,29,1286.0,1404,790,701,146,518,1066,81,5709,1.495,9.8,1.0,3.6,7.5,2.06,27.3,6.28,144,5811,5069,904,1512,304,20,203,855,544,1098,0.298,0.372,0.486,0.858,2465,112,82,61,55
67,68,2015,Hanwha Eagles,30.4,5.56,68,76,0.472,5.11,5.63,144,5,7,32,1279.2,1349,800,727,157,648,920,96,5771,1.561,9.5,1.1,4.6,6.5,1.42,30.1,4.98,144,5716,4852,717,1316,218,19,130,667,581,1135,0.271,0.36,0.404,0.764,1962,112,109,139,35
68,69,2015,Lotte Giants,30.3,5.57,66,77,0.462,5.07,5.63,144,3,5,19,1281.1,1461,802,722,164,489,1015,87,5724,1.522,10.3,1.2,3.4,7.1,2.08,28.7,5.31,144,5680,4972,765,1393,254,19,177,727,532,1186,0.28,0.356,0.446,0.802,2216,136,68,80,28
69,70,2015,KT Wiz,25.9,6.08,52,91,0.364,5.56,6.22,144,3,3,16,1266.2,1518,875,782,154,577,1046,87,5799,1.654,10.8,1.1,4.1,7.4,1.81,28.9,4.65,144,5604,4927,670,1344,221,15,129,633,507,1112,0.273,0.345,0.402,0.748,1982,118,58,75,37
70,71,2014,NC Dinos,27.5,4.75,70,57,0.551,4.29,4.82,128,3,4,31,1135.2,1174,608,541,117,481,848,73,5003,1.457,9.3,0.9,3.8,6.7,1.76,28.4,5.76,128,5031,4426,737,1249,228,36,143,697,443,918,0.282,0.353,0.447,0.8,1978,90,67,44,51
71,72,2014,Samsung Lions,30.2,4.85,78,47,0.624,4.52,4.89,128,3,6,35,1144.0,1217,621,575,120,395,996,61,4990,1.409,9.6,0.9,3.1,7.8,2.52,29.1,6.34,128,5152,4464,812,1345,238,23,161,763,507,743,0.301,0.377,0.473,0.85,2112,88,62,76,43
72,73,2014,LG Twins,29.1,5.02,62,64,0.492,4.58,5.06,128,2,9,35,1142.2,1211,643,581,104,419,810,95,5028,1.426,9.5,0.8,3.3,6.4,1.93,30.5,5.22,128,5070,4349,668,1214,213,22,90,622,524,817,0.279,0.361,0.4,0.761,1741,112,63,77,57
73,74,2014,Nexen Heroes,27.9,5.59,78,48,0.619,5.25,5.69,128,0,3,35,1131.2,1299,716,660,142,516,901,61,5107,1.604,10.3,1.1,4.1,7.2,1.75,27.5,6.57,128,5163,4434,841,1323,275,31,199,786,523,849,0.298,0.382,0.509,0.891,2257,100,101,65,40
74,75,2014,Lotte Giants,32.4,5.62,58,69,0.457,5.19,5.71,128,0,4,28,1133.1,1310,719,654,127,471,781,52,5092,1.571,10.4,1.0,3.7,6.2,1.66,28.6,5.59,128,5194,4487,716,1288,252,26,121,685,534,964,0.287,0.369,0.436,0.804,1955,95,70,62,41
75,76,2014,Doosan Bears,28.2,5.73,59,68,0.465,5.43,5.87,128,4,2,19,1123.2,1311,733,678,121,450,840,58,5066,1.567,10.5,1.0,3.6,6.7,1.87,27.8,5.37,128,5083,4427,687,1299,235,26,108,646,468,731,0.293,0.366,0.431,0.798,1910,103,64,81,43
76,77,2014,SK Wyverns,28.9,5.94,61,65,0.484,5.51,6.06,128,2,3,26,1129.1,1271,760,692,153,522,837,68,5112,1.588,10.1,1.2,4.2,6.7,1.6,29.0,5.74,128,5082,4423,735,1285,245,22,115,696,447,926,0.291,0.362,0.434,0.795,1919,92,72,91,49
77,78,2014,Kia Tigers,28.9,6.16,54,74,0.422,5.82,6.32,128,2,5,26,1121.2,1289,788,725,116,561,896,67,5143,1.649,10.3,0.9,4.5,7.2,1.6,29.1,5.17,128,5023,4443,662,1279,246,27,121,631,416,870,0.288,0.355,0.437,0.792,1942,95,62,67,35
78,79,2014,Hanwha Eagles,27.0,6.95,49,77,0.389,6.35,7.09,128,2,3,26,1129.0,1451,889,796,162,537,748,81,5312,1.761,11.6,1.3,4.3,6.0,1.39,29.3,4.84,128,5055,4417,619,1251,223,24,104,594,490,839,0.283,0.359,0.415,0.774,1834,125,55,50,43
79,80,2013,LG Twins,29.8,3.98,74,54,0.578,3.72,4.05,128,4,9,42,1134.2,1131,510,469,74,406,822,87,4848,1.355,9.0,0.6,3.2,6.5,2.02,29.9,4.81,128,4934,4291,616,1210,194,38,59,574,451,806,0.282,0.355,0.386,0.741,1657,80,59,91,42
80,81,2013,Samsung Lions,28.5,4.26,75,51,0.595,3.98,4.28,128,2,5,31,1146.2,1119,545,507,98,411,955,60,4896,1.334,8.8,0.8,3.2,7.5,2.32,29.1,5.23,128,5041,4370,669,1235,212,17,113,624,453,818,0.283,0.359,0.417,0.776,1820,98,93,84,41
81,82,2013,NC Dinos,25.7,4.3,52,72,0.419,3.96,4.33,128,5,5,26,1144.1,1077,551,503,96,458,857,94,4919,1.341,8.5,0.8,3.6,6.7,1.87,27.1,4.0,128,4864,4282,512,1045,209,25,86,485,434,955,0.244,0.32,0.365,0.685,1562,94,62,55,31
82,83,2013,Lotte Giants,31.2,4.32,66,58,0.532,3.93,4.33,128,1,11,38,1149.1,1148,553,502,84,489,820,62,4986,1.424,9.0,0.7,3.8,6.4,1.68,28.1,4.34,128,4978,4289,556,1118,208,18,61,522,502,862,0.261,0.345,0.36,0.705,1545,92,72,74,41
83,84,2013,SK Wyverns,28.2,4.46,62,63,0.496,4.16,4.51,128,4,8,31,1139.0,1091,571,527,101,505,878,70,4932,1.401,8.6,0.8,4.0,6.9,1.74,29.4,4.59,128,4949,4278,588,1134,189,20,124,558,465,918,0.265,0.346,0.406,0.752,1735,99,86,83,37
84,85,2013,Nexen Heroes,29.6,4.5,72,54,0.571,4.12,4.52,128,0,7,50,1146.1,1160,576,525,75,503,860,84,4996,1.451,9.1,0.6,3.9,6.8,1.71,27.7,5.05,128,5015,4294,646,1167,209,11,125,607,505,912,0.272,0.358,0.413,0.771,1773,94,98,76,42
85,86,2013,Doosan Bears,28.5,4.88,71,54,0.568,4.57,4.89,128,1,8,30,1150.1,1183,625,584,84,514,848,76,5043,1.475,9.3,0.7,4.0,6.6,1.65,28.2,5.46,128,5142,4401,699,1271,217,37,95,654,524,717,0.289,0.37,0.42,0.79,1847,105,79,82,56
86,87,2013,Hanwha Eagles,26.8,5.55,42,85,0.331,5.31,5.67,128,2,2,22,1129.0,1195,711,666,98,532,822,95,5073,1.53,9.5,0.8,4.2,6.6,1.55,28.8,3.75,128,4914,4271,480,1106,212,13,47,448,479,933,0.259,0.343,0.348,0.69,1485,140,80,54,30
87,88,2013,Kia Tigers,28.0,5.55,51,74,0.408,5.12,5.6,128,2,3,32,1142.1,1307,711,650,88,532,923,76,5200,1.61,10.3,0.7,4.2,7.3,1.74,27.9,4.59,128,5050,4318,587,1125,195,13,88,545,537,864,0.261,0.349,0.373,0.722,1610,110,75,78,42
